Query,COG Category,GO terms
#query,COG_category,GOs
fig|195.2024.peg.1512,C,-
fig|195.2024.peg.773,J,-
fig|195.2024.peg.400,U,-
fig|195.2024.peg.480,E,-
fig|195.2024.peg.1180,F,-
fig|195.2024.peg.1342,C,-
fig|195.2024.peg.1714,M,-
fig|195.2024.peg.852,S,-
fig|195.2024.peg.238,L,-
fig|195.2024.peg.1684,-,-
fig|195.2024.peg.370,-,-
fig|195.2024.peg.1679,S,-
fig|195.2024.peg.1665,-,-
fig|195.2024.peg.1322,M,-
fig|195.2024.peg.1421,U,-
fig|195.2024.peg.523,P,-
fig|195.2024.peg.896,S,-
fig|195.2024.peg.344,T,-
fig|195.2024.peg.984,E,-
fig|195.2024.peg.193,T,-
fig|195.2024.peg.1150,J,-
fig|195.2024.peg.886,S,-
fig|195.2024.peg.255,S,-
fig|195.2024.peg.1346,C,-
fig|195.2024.peg.741,S,-
fig|195.2024.peg.1456,V,-
fig|195.2024.peg.84,H,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016491,GO:0016627,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0046501,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0051989,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"
fig|195.2024.peg.1058,K,-
fig|195.2024.peg.1122,O,-
fig|195.2024.peg.843,J,-
fig|195.2024.peg.831,M,-
fig|195.2024.peg.1434,-,-
fig|195.2024.peg.1637,J,-
fig|195.2024.peg.111,E,-
fig|195.2024.peg.1461,J,-
fig|195.2024.peg.330,T,-
fig|195.2024.peg.1031,I,-
fig|195.2024.peg.1380,E,-
fig|195.2024.peg.1163,G,-
fig|195.2024.peg.228,E,-
fig|195.2024.peg.323,S,-
fig|195.2024.peg.987,S,-
fig|195.2024.peg.318,S,-
fig|195.2024.peg.51,F,-
fig|195.2024.peg.362,C,-
fig|195.2024.peg.1054,C,-
fig|195.2024.peg.1164,O,-
fig|195.2024.peg.1522,H,-
fig|195.2024.peg.322,-,-
fig|195.2024.peg.705,-,-
fig|195.2024.peg.1608,L,-
fig|195.2024.peg.1193,M,-
fig|195.2024.peg.28,IM,-
fig|195.2024.peg.659,J,-
fig|195.2024.peg.1489,U,-
fig|195.2024.peg.444,M,-
fig|195.2024.peg.892,E,-
fig|195.2024.peg.1506,J,-
fig|195.2024.peg.354,S,-
fig|195.2024.peg.762,S,-
fig|195.2024.peg.1347,C,-
fig|195.2024.peg.1271,-,-
fig|195.2024.peg.1004,-,-
fig|195.2024.peg.196,U,-
fig|195.2024.peg.1717,V,-
fig|195.2024.peg.1605,S,-
fig|195.2024.peg.1107,J,-
fig|195.2024.peg.1032,J,-
fig|195.2024.peg.578,V,-
fig|195.2024.peg.583,S,-
fig|195.2024.peg.495,O,-
fig|195.2024.peg.406,S,-
fig|195.2024.peg.619,N,-
fig|195.2024.peg.428,IQ,-
fig|195.2024.peg.1635,-,-
fig|195.2024.peg.643,M,-
fig|195.2024.peg.366,-,-
fig|195.2024.peg.1409,H,-
fig|195.2024.peg.1636,J,-
fig|195.2024.peg.395,L,-
fig|195.2024.peg.294,KT,-
fig|195.2024.peg.1449,P,-
fig|195.2024.peg.655,S,-
fig|195.2024.peg.1348,S,-
fig|195.2024.peg.383,G,-
fig|195.2024.peg.296,U,-
fig|195.2024.peg.524,K,-
fig|195.2024.peg.750,S,-
fig|195.2024.peg.1220,E,-
fig|195.2024.peg.817,M,-
fig|195.2024.peg.181,-,-
fig|195.2024.peg.191,M,-
fig|195.2024.peg.171,G,-
fig|195.2024.peg.1063,-,-
fig|195.2024.peg.397,E,-
fig|195.2024.peg.1091,J,-
fig|195.2024.peg.594,J,-
fig|195.2024.peg.22,S,-
fig|195.2024.peg.448,E,-
fig|195.2024.peg.680,G,-
fig|195.2024.peg.1536,F,-
fig|195.2024.peg.252,S,-
fig|195.2024.peg.1664,-,-
fig|195.2024.peg.109,-,-
fig|195.2024.peg.463,E,-
fig|195.2024.peg.331,KT,-
fig|195.2024.peg.309,O,-
fig|195.2024.peg.1378,J,-
fig|195.2024.peg.1538,-,-
fig|195.2024.peg.1099,J,-
fig|195.2024.peg.1070,L,"GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360"
fig|195.2024.peg.1339,C,-
fig|195.2024.peg.1503,H,-
fig|195.2024.peg.301,J,-
fig|195.2024.peg.752,C,-
fig|195.2024.peg.1485,-,-
fig|195.2024.peg.1282,-,-
fig|195.2024.peg.1505,-,-
fig|195.2024.peg.1442,Q,-
fig|195.2024.peg.1078,P,-
fig|195.2024.peg.1336,NT,-
fig|195.2024.peg.1460,J,-
fig|195.2024.peg.1214,H,"GO:0003674,GO:0003824,GO:0004141,GO:0016874,GO:0016879,GO:0016882"
fig|195.2024.peg.924,P,-
fig|195.2024.peg.729,K,-
fig|195.2024.peg.81,-,-
fig|195.2024.peg.396,S,-
fig|195.2024.peg.772,J,-
fig|195.2024.peg.1067,S,-
fig|195.2024.peg.1436,S,-
fig|195.2024.peg.786,S,-
fig|195.2024.peg.1113,E,-
fig|195.2024.peg.235,M,"GO:0003674,GO:0003824,GO:0006464,GO:0006486,GO:0006487,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0016740,GO:0016757,GO:0016758,GO:0018193,GO:0018196,GO:0018279,GO:0019538,GO:0034645,GO:0036211,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0070085,GO:0071704,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576"
fig|195.2024.peg.1703,F,-
fig|195.2024.peg.1035,H,-
fig|195.2024.peg.488,J,-
fig|195.2024.peg.361,H,-
fig|195.2024.peg.133,-,-
fig|195.2024.peg.879,C,-
fig|195.2024.peg.1392,I,-
fig|195.2024.peg.759,M,-
fig|195.2024.peg.574,M,-
fig|195.2024.peg.1138,S,-
fig|195.2024.peg.534,-,-
fig|195.2024.peg.1114,CE,-
fig|195.2024.peg.19,EG,-
fig|195.2024.peg.418,M,-
fig|195.2024.peg.1121,E,-
fig|195.2024.peg.312,-,-
fig|195.2024.peg.641,N,-
fig|195.2024.peg.1490,F,-
fig|195.2024.peg.1568,O,-
fig|195.2024.peg.337,-,-
fig|195.2024.peg.348,K,-
fig|195.2024.peg.1120,O,-
fig|195.2024.peg.1299,-,-
fig|195.2024.peg.297,-,-
fig|195.2024.peg.1045,S,-
fig|195.2024.peg.1104,J,-
fig|195.2024.peg.1255,E,-
fig|195.2024.peg.849,L,-
fig|195.2024.peg.1304,-,-
fig|195.2024.peg.440,-,-
fig|195.2024.peg.1581,F,-
fig|195.2024.peg.1115,E,-
fig|195.2024.peg.887,F,-
fig|195.2024.peg.184,H,-
fig|195.2024.peg.271,S,-
fig|195.2024.peg.390,H,-
fig|195.2024.peg.1199,S,-
fig|195.2024.peg.959,F,-
fig|195.2024.peg.225,J,-
fig|195.2024.peg.415,I,-
fig|195.2024.peg.1686,-,-
fig|195.2024.peg.389,J,-
fig|195.2024.peg.566,S,-
fig|195.2024.peg.712,L,-
fig|195.2024.peg.929,E,-
fig|195.2024.peg.1529,-,-
fig|195.2024.peg.891,C,-
fig|195.2024.peg.342,L,-
fig|195.2024.peg.1596,L,-
fig|195.2024.peg.115,E,-
fig|195.2024.peg.1272,MU,-
fig|195.2024.peg.163,J,-
fig|195.2024.peg.1623,S,-
fig|195.2024.peg.1165,C,-
fig|195.2024.peg.289,C,-
fig|195.2024.peg.999,J,-
fig|195.2024.peg.1006,E,-
fig|195.2024.peg.1443,S,-
fig|195.2024.peg.141,C,-
fig|195.2024.peg.411,F,-
fig|195.2024.peg.1544,J,-
fig|195.2024.peg.1050,U,-
fig|195.2024.peg.113,E,-
fig|195.2024.peg.1459,S,-
fig|195.2024.peg.926,S,-
fig|195.2024.peg.507,C,-
fig|195.2024.peg.1166,I,"GO:0003674,GO:0003824,GO:0016829,GO:0016835,GO:0016836,GO:0019171"
fig|195.2024.peg.1302,F,-
fig|195.2024.peg.112,E,-
fig|195.2024.peg.985,E,-
fig|195.2024.peg.88,F,-
fig|195.2024.peg.1300,G,-
fig|195.2024.peg.438,-,-
fig|195.2024.peg.1123,S,-
fig|195.2024.peg.1474,C,-
fig|195.2024.peg.180,E,-
fig|195.2024.peg.815,H,-
fig|195.2024.peg.1343,C,-
fig|195.2024.peg.1561,-,-
fig|195.2024.peg.889,O,-
fig|195.2024.peg.326,O,"GO:0003674,GO:0005488,GO:0005515,GO:0042802"
fig|195.2024.peg.492,J,-
fig|195.2024.peg.794,H,-
fig|195.2024.peg.119,S,-
fig|195.2024.peg.147,E,-
fig|195.2024.peg.880,T,-
fig|195.2024.peg.604,J,-
fig|195.2024.peg.611,L,"GO:0003674,GO:0005488,GO:0005515,GO:0042802"
fig|195.2024.peg.1056,C,-
fig|195.2024.peg.1389,I,-
fig|195.2024.peg.110,O,-
fig|195.2024.peg.1692,T,-
fig|195.2024.peg.1315,M,-
fig|195.2024.peg.1237,I,-
fig|195.2024.peg.997,C,-
fig|195.2024.peg.506,F,-
fig|195.2024.peg.798,N,-
fig|195.2024.peg.1662,N,-
fig|195.2024.peg.1715,U,-
fig|195.2024.peg.1169,D,-
fig|195.2024.peg.695,E,-
fig|195.2024.peg.1117,-,-
fig|195.2024.peg.1323,FG,-
fig|195.2024.peg.345,K,-
fig|195.2024.peg.855,L,-
fig|195.2024.peg.552,J,-
fig|195.2024.peg.114,E,-
fig|195.2024.peg.452,M,-
fig|195.2024.peg.1352,C,-
fig|195.2024.peg.1514,S,-
fig|195.2024.peg.520,-,-
fig|195.2024.peg.185,H,-
fig|195.2024.peg.1268,MU,-
fig|195.2024.peg.870,L,-
fig|195.2024.peg.1354,EP,-
fig|195.2024.peg.1215,P,-
fig|195.2024.peg.233,M,"GO:0003674,GO:0003824,GO:0006464,GO:0006486,GO:0006487,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0016740,GO:0016757,GO:0016758,GO:0018193,GO:0018196,GO:0018279,GO:0019538,GO:0034645,GO:0036211,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0070085,GO:0071704,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576"
fig|195.2024.peg.1572,J,-
fig|195.2024.peg.151,-,-
fig|195.2024.peg.280,F,-
fig|195.2024.peg.1454,V,-
fig|195.2024.peg.516,S,-
fig|195.2024.peg.1335,NU,-
fig|195.2024.peg.1186,T,-
fig|195.2024.peg.725,P,-
fig|195.2024.peg.423,IQ,-
fig|195.2024.peg.30,J,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"
fig|195.2024.peg.540,S,-
fig|195.2024.peg.864,S,-
fig|195.2024.peg.1085,J,-
fig|195.2024.peg.1098,J,-
fig|195.2024.peg.561,O,-
fig|195.2024.peg.159,L,-
fig|195.2024.peg.1440,Q,-
fig|195.2024.peg.356,FP,-
fig|195.2024.peg.823,P,-
fig|195.2024.peg.374,J,-
fig|195.2024.peg.1618,E,-
fig|195.2024.peg.1589,O,-
fig|195.2024.peg.1265,I,-
fig|195.2024.peg.9,N,-
fig|195.2024.peg.632,C,-
fig|195.2024.peg.627,H,-
fig|195.2024.peg.1710,S,-
fig|195.2024.peg.1646,I,-
fig|195.2024.peg.598,KT,-
fig|195.2024.peg.1375,J,-
fig|195.2024.peg.1222,E,-
fig|195.2024.peg.375,L,-
fig|195.2024.peg.165,K,-
fig|195.2024.peg.1554,F,-
fig|195.2024.peg.1141,C,-
fig|195.2024.peg.769,EGP,-
fig|195.2024.peg.570,P,-
fig|195.2024.peg.53,P,-
fig|195.2024.peg.899,C,-
fig|195.2024.peg.1182,H,-
fig|195.2024.peg.518,L,-
fig|195.2024.peg.74,-,-
fig|195.2024.peg.1555,H,-
fig|195.2024.peg.1504,G,-
fig|195.2024.peg.1246,L,-
fig|195.2024.peg.94,T,-
fig|195.2024.peg.445,M,-
fig|195.2024.peg.1667,J,-
fig|195.2024.peg.1051,C,-
fig|195.2024.peg.1173,G,-
fig|195.2024.peg.1654,OU,-
fig|195.2024.peg.1379,F,-
fig|195.2024.peg.412,C,-
fig|195.2024.peg.132,O,-
fig|195.2024.peg.1557,-,-
fig|195.2024.peg.1450,S,-
fig|195.2024.peg.1479,S,-
fig|195.2024.peg.882,S,-
fig|195.2024.peg.449,D,-
fig|195.2024.peg.1171,-,-
fig|195.2024.peg.533,-,-
fig|195.2024.peg.766,S,-
fig|195.2024.peg.391,J,-
fig|195.2024.peg.1565,C,-
fig|195.2024.peg.198,U,-
fig|195.2024.peg.1628,J,-
fig|195.2024.peg.43,-,-
fig|195.2024.peg.1240,F,-
fig|195.2024.peg.1641,-,-
fig|195.2024.peg.1657,H,-
fig|195.2024.peg.1226,N,-
fig|195.2024.peg.756,L,-
fig|195.2024.peg.3,T,-
fig|195.2024.peg.535,E,-
fig|195.2024.peg.236,P,"GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0006464,GO:0006486,GO:0006487,GO:0006807,GO:0006810,GO:0006869,GO:0008150,GO:0008152,GO:0008643,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0010876,GO:0015221,GO:0015399,GO:0015405,GO:0015437,GO:0015772,GO:0015920,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0018193,GO:0018196,GO:0018279,GO:0019538,GO:0022804,GO:0022857,GO:0022884,GO:0033036,GO:0034040,GO:0034645,GO:0036211,GO:0042623,GO:0042626,GO:0043170,GO:0043412,GO:0043413,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0051179,GO:0051234,GO:0055085,GO:0070085,GO:0071702,GO:0071704,GO:1901135,GO:1901137,GO:1901264,GO:1901505,GO:1901564,GO:1901566,GO:1901576"
fig|195.2024.peg.1698,J,-
fig|195.2024.peg.652,F,-
fig|195.2024.peg.270,S,-
fig|195.2024.peg.501,D,-
fig|195.2024.peg.1174,C,-
fig|195.2024.peg.1061,J,-
fig|195.2024.peg.1208,H,-
fig|195.2024.peg.123,S,-
fig|195.2024.peg.55,E,-
fig|195.2024.peg.1349,C,-
fig|195.2024.peg.732,G,-
fig|195.2024.peg.243,M,-
fig|195.2024.peg.59,-,-
fig|195.2024.peg.136,M,-
fig|195.2024.peg.385,L,-
fig|195.2024.peg.44,S,-
fig|195.2024.peg.676,S,-
fig|195.2024.peg.1502,M,-
fig|195.2024.peg.1577,M,-
fig|195.2024.peg.675,C,-
fig|195.2024.peg.1707,O,-
fig|195.2024.peg.1658,N,-
fig|195.2024.peg.1156,L,-
fig|195.2024.peg.642,N,-
fig|195.2024.peg.93,K,-
fig|195.2024.peg.1256,E,-
fig|195.2024.peg.913,F,-
fig|195.2024.peg.1523,M,-
fig|195.2024.peg.623,H,-
fig|195.2024.peg.308,C,-
fig|195.2024.peg.1427,U,-
fig|195.2024.peg.150,L,"GO:0000018,GO:0008150,GO:0009892,GO:0010605,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0045910,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051052,GO:0051053,GO:0051171,GO:0051172,GO:0060255,GO:0065007,GO:0080090"
fig|195.2024.peg.885,S,-
fig|195.2024.peg.49,S,-
fig|195.2024.peg.387,S,-
fig|195.2024.peg.1510,S,-
fig|195.2024.peg.1711,M,-
fig|195.2024.peg.1511,S,-
fig|195.2024.peg.1545,J,-
fig|195.2024.peg.1003,S,-
fig|195.2024.peg.1564,C,-
fig|195.2024.peg.1546,L,-
fig|195.2024.peg.584,P,-
fig|195.2024.peg.1694,E,-
fig|195.2024.peg.182,-,-
fig|195.2024.peg.747,P,-
fig|195.2024.peg.1106,F,-
fig|195.2024.peg.287,C,-
fig|195.2024.peg.1264,H,-
fig|195.2024.peg.1251,L,-
fig|195.2024.peg.713,G,-
fig|195.2024.peg.768,S,-
fig|195.2024.peg.1102,J,-
fig|195.2024.peg.543,M,-
fig|195.2024.peg.1452,P,-
fig|195.2024.peg.973,S,-
fig|195.2024.peg.572,P,-
fig|195.2024.peg.202,-,-
fig|195.2024.peg.206,E,-
fig|195.2024.peg.1039,L,-
fig|195.2024.peg.46,L,-
fig|195.2024.peg.299,F,-
fig|195.2024.peg.1451,P,-
fig|195.2024.peg.917,S,-
fig|195.2024.peg.531,O,-
fig|195.2024.peg.1274,M,-
fig|195.2024.peg.460,N,-
fig|195.2024.peg.553,J,-
fig|195.2024.peg.606,J,-
fig|195.2024.peg.1640,EGP,-
fig|195.2024.peg.607,D,-
fig|195.2024.peg.161,J,-
fig|195.2024.peg.537,-,-
fig|195.2024.peg.470,P,-
fig|195.2024.peg.39,E,-
fig|195.2024.peg.125,S,-
fig|195.2024.peg.1624,H,-
fig|195.2024.peg.1381,E,-
fig|195.2024.peg.291,D,-
fig|195.2024.peg.1041,H,-
fig|195.2024.peg.726,I,-
fig|195.2024.peg.219,U,-
fig|195.2024.peg.546,L,-
fig|195.2024.peg.824,P,-
fig|195.2024.peg.174,J,-
fig|195.2024.peg.1267,G,-
fig|195.2024.peg.20,M,-
fig|195.2024.peg.1458,CO,-
fig|195.2024.peg.434,J,-
fig|195.2024.peg.1200,H,-
fig|195.2024.peg.1406,S,-
fig|195.2024.peg.683,EM,-
fig|195.2024.peg.605,S,-
fig|195.2024.peg.1161,O,-
fig|195.2024.peg.1111,K,-
fig|195.2024.peg.1706,NT,-
fig|195.2024.peg.1052,F,-
fig|195.2024.peg.1021,J,-
fig|195.2024.peg.1151,F,-
fig|195.2024.peg.1015,P,-
fig|195.2024.peg.1478,C,-
fig|195.2024.peg.1033,T,-
fig|195.2024.peg.803,M,-
fig|195.2024.peg.1639,-,-
fig|195.2024.peg.884,S,-
fig|195.2024.peg.696,P,-
fig|195.2024.peg.628,-,-
fig|195.2024.peg.1464,M,-
fig|195.2024.peg.993,-,-
fig|195.2024.peg.1610,-,-
fig|195.2024.peg.860,S,-
fig|195.2024.peg.1416,U,-
fig|195.2024.peg.905,H,-
fig|195.2024.peg.138,S,-
fig|195.2024.peg.1225,N,"GO:0001539,GO:0005575,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2024.peg.1288,-,-
fig|195.2024.peg.1321,S,-
fig|195.2024.peg.568,E,-
fig|195.2024.peg.1470,S,-
fig|195.2024.peg.87,H,-
fig|195.2024.peg.393,L,-
fig|195.2024.peg.1170,M,-
fig|195.2024.peg.1079,H,-
fig|195.2024.peg.731,IQ,-
fig|195.2024.peg.934,M,-
fig|195.2024.peg.1172,F,-
fig|195.2024.peg.1135,C,-
fig|195.2024.peg.1053,C,-
fig|195.2024.peg.214,J,-
fig|195.2024.peg.903,H,-
fig|195.2024.peg.1279,E,-
fig|195.2024.peg.177,O,-
fig|195.2024.peg.1273,V,-
fig|195.2024.peg.1324,S,-
fig|195.2024.peg.413,J,-
fig|195.2024.peg.32,FG,-
fig|195.2024.peg.1217,J,-
fig|195.2024.peg.1057,C,-
fig|195.2024.peg.874,-,-
fig|195.2024.peg.15,C,-
fig|195.2024.peg.205,H,-
fig|195.2024.peg.1245,N,-
fig|195.2024.peg.1124,E,-
fig|195.2024.peg.373,M,-
fig|195.2024.peg.963,O,-
fig|195.2024.peg.800,-,-
fig|195.2024.peg.379,T,-
fig|195.2024.peg.624,S,-
fig|195.2024.peg.644,P,-
fig|195.2024.peg.776,C,-
fig|195.2024.peg.66,C,-
fig|195.2024.peg.1708,E,-
fig|195.2024.peg.734,M,-
fig|195.2024.peg.827,P,-
fig|195.2024.peg.1112,E,-
fig|195.2024.peg.10,S,-
fig|195.2024.peg.1402,L,-
fig|195.2024.peg.1297,J,-
fig|195.2024.peg.1488,P,-
fig|195.2024.peg.875,S,-
fig|195.2024.peg.1674,-,-
fig|195.2024.peg.1576,M,-
fig|195.2024.peg.969,G,-
fig|195.2024.peg.1419,D,-
fig|195.2024.peg.1247,S,-
fig|195.2024.peg.1356,P,-
fig|195.2024.peg.1517,J,-
fig|195.2024.peg.1303,-,-
fig|195.2024.peg.710,-,-
fig|195.2024.peg.68,P,-
fig|195.2024.peg.658,D,-
fig|195.2024.peg.1012,NT,-
fig|195.2024.peg.64,E,-
fig|195.2024.peg.417,F,-
fig|195.2024.peg.1283,-,-
fig|195.2024.peg.1081,EGP,-
fig|195.2024.peg.730,S,-
fig|195.2024.peg.353,M,-
fig|195.2024.peg.777,-,-
fig|195.2024.peg.232,S,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006464,GO:0006486,GO:0006487,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0016740,GO:0016757,GO:0018193,GO:0018196,GO:0018279,GO:0019538,GO:0034645,GO:0036211,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0046872,GO:0070085,GO:0071704,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576"
fig|195.2024.peg.203,-,-
fig|195.2024.peg.1133,C,-
fig|195.2024.peg.1144,EG,-
fig|195.2024.peg.320,C,-
fig|195.2024.peg.826,P,-
fig|195.2024.peg.490,S,-
fig|195.2024.peg.1168,O,-
fig|195.2024.peg.201,IQ,-
fig|195.2024.peg.58,G,-
fig|195.2024.peg.1550,S,-
fig|195.2024.peg.384,M,-
fig|195.2024.peg.1068,-,-
fig|195.2024.peg.625,J,-
fig|195.2024.peg.1368,-,-
fig|195.2024.peg.556,H,-
fig|195.2024.peg.1453,S,-
fig|195.2024.peg.1534,E,-
fig|195.2024.peg.614,O,-
fig|195.2024.peg.536,M,-
fig|195.2024.peg.1524,N,-
fig|195.2024.peg.1647,M,-
fig|195.2024.peg.549,F,-
fig|195.2024.peg.1580,H,-
fig|195.2024.peg.547,F,-
fig|195.2024.peg.1028,E,-
fig|195.2024.peg.399,H,-
fig|195.2024.peg.60,F,-
fig|195.2024.peg.1663,N,-
fig|195.2024.peg.1187,S,-
fig|195.2024.peg.1643,S,-
fig|195.2024.peg.587,K,-
fig|195.2024.peg.279,U,-
fig|195.2024.peg.851,MNO,-
fig|195.2024.peg.1571,-,-
fig|195.2024.peg.1014,P,-
fig|195.2024.peg.699,S,-
fig|195.2024.peg.1344,C,-
fig|195.2024.peg.1060,H,-
fig|195.2024.peg.922,F,-
fig|195.2024.peg.484,J,-
fig|195.2024.peg.1071,H,-
fig|195.2024.peg.797,G,-
fig|195.2024.peg.1683,S,-
fig|195.2024.peg.468,S,-
fig|195.2024.peg.351,S,-
fig|195.2024.peg.610,U,-
fig|195.2024.peg.1260,N,-
fig|195.2024.peg.45,E,-
fig|195.2024.peg.1676,-,-
fig|195.2024.peg.1424,U,-
fig|195.2024.peg.442,E,-
fig|195.2024.peg.1603,C,-
fig|195.2024.peg.1290,K,-
fig|195.2024.peg.288,C,-
fig|195.2024.peg.224,O,-
fig|195.2024.peg.646,P,-
fig|195.2024.peg.863,C,-
fig|195.2024.peg.591,C,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
fig|195.2024.peg.737,NU,-
fig|195.2024.peg.787,P,-
fig|195.2024.peg.497,E,-
fig|195.2024.peg.1027,M,-
fig|195.2024.peg.1128,L,-
fig|195.2024.peg.188,S,-
fig|195.2024.peg.907,H,-
fig|195.2024.peg.1607,E,-
fig|195.2024.peg.977,U,-
fig|195.2024.peg.79,M,-
fig|195.2024.peg.1566,C,-
fig|195.2024.peg.693,J,-
fig|195.2024.peg.72,J,-
fig|195.2024.peg.517,M,-
fig|195.2024.peg.964,S,-
fig|195.2024.peg.1086,J,-
fig|195.2024.peg.310,S,-
fig|195.2024.peg.311,G,-
fig|195.2024.peg.673,J,-
fig|195.2024.peg.867,J,-
fig|195.2024.peg.1498,I,-
fig|195.2024.peg.302,H,-
fig|195.2024.peg.618,-,-
fig|195.2024.peg.841,J,-
fig|195.2024.peg.1638,T,-
fig|195.2024.peg.660,E,-
fig|195.2024.peg.1350,C,-
fig|195.2024.peg.510,P,-
fig|195.2024.peg.1230,H,-
fig|195.2024.peg.670,S,-
fig|195.2024.peg.1094,J,-
fig|195.2024.peg.1547,L,-
fig|195.2024.peg.247,E,-
fig|195.2024.peg.398,L,-
fig|195.2024.peg.1228,K,-
fig|195.2024.peg.781,S,-
fig|195.2024.peg.1311,L,-
fig|195.2024.peg.685,K,-
fig|195.2024.peg.1602,C,-
fig|195.2024.peg.367,F,-
fig|195.2024.peg.473,O,-
fig|195.2024.peg.1701,S,-
fig|195.2024.peg.883,F,-
fig|195.2024.peg.1382,E,-
fig|195.2024.peg.455,M,"GO:0003674,GO:0003824,GO:0005975,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016740,GO:0016765,GO:0044238,GO:0071704,GO:1901576"
fig|195.2024.peg.1606,F,-
fig|195.2024.peg.380,E,-
fig|195.2024.peg.405,H,-
fig|195.2024.peg.601,M,-
fig|195.2024.peg.1633,CO,-
fig|195.2024.peg.930,S,-
fig|195.2024.peg.158,S,-
fig|195.2024.peg.453,E,-
fig|195.2024.peg.187,L,-
fig|195.2024.peg.7,J,-
fig|195.2024.peg.210,L,-
fig|195.2024.peg.306,E,-
fig|195.2024.peg.1521,-,-
fig|195.2024.peg.1190,P,-
fig|195.2024.peg.810,S,-
fig|195.2024.peg.1399,P,-
fig|195.2024.peg.1644,-,-
fig|195.2024.peg.1629,U,-
fig|195.2024.peg.650,-,-
fig|195.2024.peg.217,O,-
fig|195.2024.peg.269,S,-
fig|195.2024.peg.974,EGP,-
fig|195.2024.peg.190,M,-
fig|195.2024.peg.1202,H,-
fig|195.2024.peg.462,ET,-
fig|195.2024.peg.837,S,-
fig|195.2024.peg.938,L,-
fig|195.2024.peg.244,-,-
fig|195.2024.peg.820,M,-
fig|195.2024.peg.1189,M,-
fig|195.2024.peg.121,T,-
fig|195.2024.peg.998,-,-
fig|195.2024.peg.1278,-,-
fig|195.2024.peg.911,C,-
fig|195.2024.peg.265,H,-
fig|195.2024.peg.1277,J,-
fig|195.2024.peg.1046,M,-
fig|195.2024.peg.404,E,-
fig|195.2024.peg.1645,L,-
fig|195.2024.peg.1149,Q,-
fig|195.2024.peg.991,H,-
fig|195.2024.peg.582,CO,-
fig|195.2024.peg.560,O,-
fig|195.2024.peg.300,I,-
fig|195.2024.peg.1205,V,-
fig|195.2024.peg.1066,L,-
fig|195.2024.peg.1142,L,-
fig|195.2024.peg.1481,P,-
fig|195.2024.peg.1567,C,-
fig|195.2024.peg.1241,C,-
fig|195.2024.peg.89,J,-
fig|195.2024.peg.1446,M,"GO:0003674,GO:0005488,GO:0005515,GO:0042802"
fig|195.2024.peg.966,F,-
fig|195.2024.peg.550,C,-
fig|195.2024.peg.597,J,-
