cluster,gene_representative
Cluster 797,195.2027.peg.1587
Cluster 798,195.2045.peg.1053
Cluster 799,195.2049.peg.1038
Cluster 800,195.2057.peg.516
Cluster 801,195.2276.peg.502
Cluster 802,195.2024.peg.84
Cluster 803,195.2117.peg.715
Cluster 804,195.2024.peg.1465
Cluster 805,195.2065.peg.619
Cluster 806,195.2125.peg.1368
Cluster 807,195.2133.peg.758
Cluster 808,195.2248.peg.1684
Cluster 809,195.2024.peg.1301
Cluster 810,195.2048.peg.1821
Cluster 811,195.2138.peg.1262
Cluster 812,195.2138.peg.1735
Cluster 813,195.2152.peg.1366
Cluster 814,195.2197.peg.1415
Cluster 815,195.2024.peg.408
Cluster 816,195.2024.peg.1712
Cluster 817,195.2024.peg.480
Cluster 818,195.2024.peg.584
Cluster 819,195.2086.peg.1657
Cluster 820,195.2166.peg.381
Cluster 821,195.2178.peg.438
Cluster 822,195.2024.peg.309
Cluster 823,195.2024.peg.786
Cluster 824,195.2024.peg.1267
Cluster 825,195.2063.peg.1867
Cluster 826,195.2102.peg.1722
Cluster 827,195.2130.peg.1286
Cluster 828,195.2024.peg.487
Cluster 829,195.2024.peg.1606
Cluster 830,195.2042.peg.1772
Cluster 831,195.2060.peg.1696
Cluster 832,195.2024.peg.68
Cluster 833,195.2026.peg.195
Cluster 834,195.2064.peg.64
Cluster 835,195.2092.peg.406
Cluster 836,195.2114.peg.1359
Cluster 837,195.2124.peg.1153
Cluster 838,195.2024.peg.613
Cluster 839,195.2024.peg.1158
Cluster 840,195.2024.peg.415
Cluster 841,195.2025.peg.1656
Cluster 842,195.2096.peg.1263
Cluster 843,195.2024.peg.1702
Cluster 844,195.2024.peg.1151
Cluster 845,195.2027.peg.1538
Cluster 846,195.2138.peg.1692
Cluster 847,195.2230.peg.885
Cluster 848,195.2024.peg.468
Cluster 849,195.2064.peg.690
Cluster 850,195.2024.peg.654
Cluster 851,195.2024.peg.1486
Cluster 852,195.2024.peg.1412
Cluster 853,195.2024.peg.773
Cluster 854,195.2024.peg.1128
Cluster 855,195.2034.peg.113
Cluster 856,195.2047.peg.1673
Cluster 857,195.2155.peg.1171
Cluster 858,195.2161.peg.1445
Cluster 859,195.2233.peg.1693
Cluster 860,195.2024.peg.842
Cluster 861,195.2024.peg.762
Cluster 862,195.2024.peg.531
Cluster 863,195.2042.peg.724
Cluster 864,195.2058.peg.1743
Cluster 865,195.2095.peg.1301
Cluster 866,195.2144.peg.1871
Cluster 867,195.2157.peg.1659
Cluster 868,195.2024.peg.567
Cluster 869,195.2042.peg.406
Cluster 870,195.2106.peg.721
Cluster 871,195.2172.peg.1380
Cluster 872,195.2184.peg.1557
Cluster 873,195.2254.peg.1919
Cluster 874,195.2026.peg.1788
Cluster 875,195.2162.peg.892
Cluster 876,195.2182.peg.1684
Cluster 877,195.2024.peg.1270
Cluster 878,195.2024.peg.1640
Cluster 879,195.2026.peg.1255
Cluster 880,195.2034.peg.406
Cluster 881,195.2085.peg.566
Cluster 882,195.2180.peg.1658
Cluster 883,195.2182.peg.1103
Cluster 884,195.2291.peg.604
Cluster 885,195.2024.peg.1362
Cluster 886,195.2024.peg.743
Cluster 887,195.2247.peg.211
Cluster 888,195.2276.peg.1456
Cluster 889,195.2060.peg.632
Cluster 890,195.2123.peg.1683
Cluster 891,195.2193.peg.1135
Cluster 892,195.2024.peg.1139
Cluster 893,195.2024.peg.706
Cluster 894,195.2056.peg.1611
Cluster 895,195.2130.peg.1755
Cluster 896,195.2174.peg.1796
Cluster 897,195.2286.peg.1702
Cluster 898,195.2294.peg.511
Cluster 899,195.2024.peg.264
Cluster 900,195.2024.peg.121
Cluster 901,195.2034.peg.542
Cluster 902,195.2045.peg.654
Cluster 903,195.2054.peg.107
Cluster 904,195.2113.peg.367
Cluster 905,195.2233.peg.1509
Cluster 906,195.2255.peg.365
Cluster 907,195.2024.peg.1454
Cluster 908,195.2024.peg.769
Cluster 909,195.2024.peg.1500
Cluster 910,195.2061.peg.1712
Cluster 911,195.2101.peg.908
Cluster 912,195.2102.peg.1758
Cluster 913,195.2276.peg.1458
Cluster 914,195.2024.peg.711
Cluster 915,195.2026.peg.1381
Cluster 916,195.2028.peg.1792
Cluster 917,195.2033.peg.1855
Cluster 918,195.2086.peg.408
Cluster 919,195.2113.peg.507
Cluster 920,195.2151.peg.1730
Cluster 921,195.2186.peg.1078
Cluster 922,195.2310.peg.804
Cluster 923,195.2315.peg.631
Cluster 924,195.2024.peg.1523
Cluster 925,195.2033.peg.713
Cluster 926,195.2187.peg.670
Cluster 927,195.2244.peg.1114
Cluster 928,195.2311.peg.284
Cluster 929,195.2024.peg.1380
Cluster 930,195.2118.peg.1212
Cluster 931,195.2164.peg.1669
Cluster 932,195.2297.peg.814
Cluster 933,195.2024.peg.1435
Cluster 934,195.2024.peg.23
Cluster 935,195.2055.peg.1717
Cluster 936,195.2254.peg.1922
Cluster 937,195.2024.peg.29
Cluster 938,195.2085.peg.1327
Cluster 939,195.2130.peg.5
Cluster 940,195.2131.peg.1172
Cluster 941,195.2230.peg.884
Cluster 942,195.2245.peg.1312
Cluster 943,195.2311.peg.1806
Cluster 944,195.2024.peg.668
Cluster 945,195.2113.peg.489
Cluster 946,195.2233.peg.1798
Cluster 947,195.2270.peg.817
Cluster 948,195.2300.peg.885
Cluster 949,195.2024.peg.1492
Cluster 950,195.2059.peg.1789
Cluster 951,195.2136.peg.1782
Cluster 952,195.2182.peg.1701
Cluster 953,195.2233.peg.486
Cluster 954,195.2244.peg.1418
Cluster 955,195.2024.peg.680
Cluster 956,195.2024.peg.1124
Cluster 957,195.2039.peg.171
Cluster 958,195.2063.peg.1759
Cluster 959,195.2069.peg.1443
Cluster 960,195.2154.peg.803
Cluster 961,195.2254.peg.1951
Cluster 962,195.2294.peg.1496
Cluster 963,195.2024.peg.1077
Cluster 964,195.2024.peg.1
Cluster 965,195.2024.peg.83
Cluster 966,195.2024.peg.1082
Cluster 967,195.2033.peg.312
Cluster 968,195.2069.peg.1042
Cluster 969,195.2111.peg.1672
Cluster 970,195.2217.peg.1041
Cluster 971,195.2024.peg.1401
Cluster 972,195.2024.peg.568
Cluster 973,195.2027.peg.1536
Cluster 974,195.2024.peg.1081
Cluster 975,195.2024.peg.820
Cluster 976,195.2030.peg.717
Cluster 977,195.2032.peg.840
Cluster 978,195.2111.peg.341
Cluster 979,195.2231.peg.1132
Cluster 980,195.2024.peg.98
Cluster 981,195.2024.peg.495
Cluster 982,195.2024.peg.20
Cluster 983,195.2026.peg.1521
Cluster 984,195.2030.peg.705
Cluster 985,195.2054.peg.278
Cluster 986,195.2056.peg.1682
Cluster 987,195.2145.peg.1729
Cluster 988,195.2196.peg.642
Cluster 989,195.2244.peg.1867
Cluster 990,195.2065.peg.1547
Cluster 991,195.2125.peg.1088
Cluster 992,195.2194.peg.1108
Cluster 993,195.2220.peg.1786
Cluster 994,195.2244.peg.1808
Cluster 995,195.2024.peg.371
Cluster 996,195.2024.peg.588
Cluster 997,195.2024.peg.344
Cluster 998,195.2024.peg.524
Cluster 999,195.2024.peg.887
Cluster 1000,195.2024.peg.1006
Cluster 1001,195.2024.peg.288
Cluster 1002,195.2026.peg.140
Cluster 1003,195.2027.peg.1442
Cluster 1004,195.2038.peg.1106
Cluster 1005,195.2086.peg.482
Cluster 1006,195.2118.peg.1493
Cluster 1007,195.2199.peg.459
Cluster 1008,195.2244.peg.1791
Cluster 1009,195.2024.peg.77
Cluster 1010,195.2151.peg.198
Cluster 1011,195.2174.peg.1252
Cluster 1012,195.2200.peg.1628
Cluster 1013,195.2244.peg.1417
Cluster 1014,195.2244.peg.1855
Cluster 1015,195.2244.peg.1706
Cluster 1016,195.2299.peg.194
Cluster 1017,195.2024.peg.1069
Cluster 1018,195.2024.peg.545
Cluster 1019,195.2024.peg.1310
Cluster 1020,195.2061.peg.727
Cluster 1021,195.2182.peg.1637
Cluster 1022,195.2024.peg.678
Cluster 1023,195.2024.peg.1541
Cluster 1024,195.2024.peg.1510
Cluster 1025,195.2030.peg.708
Cluster 1026,195.2038.peg.869
Cluster 1027,195.2039.peg.1718
Cluster 1028,195.2069.peg.1654
Cluster 1029,195.2135.peg.1825
Cluster 1030,195.2296.peg.1371
Cluster 1031,195.2027.peg.1457
Cluster 1032,195.2028.peg.20
Cluster 1033,195.2031.peg.1204
Cluster 1034,195.2052.peg.1710
Cluster 1035,195.2024.peg.664
Cluster 1036,195.2024.peg.412
Cluster 1037,195.2024.peg.1297
Cluster 1038,195.2038.peg.1833
Cluster 1039,195.2082.peg.735
Cluster 1040,195.2089.peg.780
Cluster 1041,195.2122.peg.904
Cluster 1042,195.2214.peg.1027
Cluster 1043,195.2254.peg.169
Cluster 1044,195.2024.peg.615
Cluster 1045,195.2033.peg.1731
Cluster 1046,195.2065.peg.1715
Cluster 1047,195.2145.peg.1814
Cluster 1048,195.2250.peg.1600
Cluster 1049,195.2267.peg.1686
Cluster 1050,195.2024.peg.1655
Cluster 1051,195.2034.peg.625
Cluster 1052,195.2138.peg.1149
Cluster 1053,195.2200.peg.213
Cluster 1054,195.2294.peg.510
Cluster 1055,195.2024.peg.1582
Cluster 1056,195.2024.peg.1145
Cluster 1057,195.2024.peg.1349
Cluster 1058,195.2034.peg.1281
Cluster 1059,195.2095.peg.1329
Cluster 1060,195.2115.peg.1756
Cluster 1061,195.2152.peg.1921
Cluster 1062,195.2171.peg.1697
Cluster 1063,195.2244.peg.83
Cluster 1064,195.2286.peg.1378
Cluster 1065,195.2290.peg.1673
Cluster 1066,195.2311.peg.546
Cluster 1067,195.2024.peg.206
Cluster 1068,195.2024.peg.1168
Cluster 1069,195.2026.peg.1780
Cluster 1070,195.2053.peg.1738
Cluster 1071,195.2057.peg.1239
Cluster 1072,195.2063.peg.948
Cluster 1073,195.2080.peg.917
Cluster 1074,195.2174.peg.1745
Cluster 1075,195.2024.peg.701
Cluster 1076,195.2024.peg.528
Cluster 1077,195.2024.peg.920
Cluster 1078,195.2024.peg.975
Cluster 1079,195.2033.peg.187
Cluster 1080,195.2051.peg.1773
Cluster 1081,195.2112.peg.1800
Cluster 1082,195.2024.peg.605
Cluster 1083,195.2039.peg.1580
Cluster 1084,195.2165.peg.1738
Cluster 1085,195.2226.peg.1682
Cluster 1086,195.2238.peg.1439
Cluster 1087,195.2024.peg.881
Cluster 1088,195.2024.peg.727
Cluster 1089,195.2024.peg.429
Cluster 1090,195.2063.peg.1683
Cluster 1091,195.2122.peg.1694
Cluster 1092,195.2164.peg.1796
Cluster 1093,195.2169.peg.1648
Cluster 1094,195.2199.peg.1040
Cluster 1095,195.2299.peg.1877
Cluster 1096,195.2024.peg.1047
Cluster 1097,195.2024.peg.888
Cluster 1098,195.2024.peg.1516
Cluster 1099,195.2025.peg.784
Cluster 1100,195.2033.peg.297
Cluster 1101,195.2033.peg.185
Cluster 1102,195.2061.peg.956
Cluster 1103,195.2024.peg.1220
Cluster 1104,195.2024.peg.734
Cluster 1105,195.2036.peg.443
Cluster 1106,195.2046.peg.1760
Cluster 1107,195.2046.peg.854
Cluster 1108,195.2049.peg.920
Cluster 1109,195.2053.peg.1537
Cluster 1110,195.2101.peg.693
Cluster 1111,195.2129.peg.1666
Cluster 1112,195.2244.peg.1760
Cluster 1113,195.2024.peg.1005
Cluster 1114,195.2024.peg.330
Cluster 1115,195.2024.peg.985
Cluster 1116,195.2024.peg.597
Cluster 1117,195.2024.peg.1716
Cluster 1118,195.2032.peg.1749
Cluster 1119,195.2048.peg.261
Cluster 1120,195.2145.peg.1816
Cluster 1121,195.2211.peg.1710
Cluster 1122,195.2224.peg.1254
Cluster 1123,195.2273.peg.1737
Cluster 1124,195.2290.peg.535
Cluster 1125,195.2024.peg.792
Cluster 1126,195.2024.peg.1229
Cluster 1127,195.2024.peg.397
Cluster 1128,195.2024.peg.601
Cluster 1129,195.2054.peg.513
Cluster 1130,195.2311.peg.1798
Cluster 1131,195.2024.peg.694
Cluster 1132,195.2024.peg.205
Cluster 1133,195.2024.peg.650
Cluster 1134,195.2026.peg.1267
Cluster 1135,195.2026.peg.137
Cluster 1136,195.2027.peg.1787
Cluster 1137,195.2039.peg.104
Cluster 1138,195.2052.peg.1732
Cluster 1139,195.2065.peg.1779
Cluster 1140,195.2144.peg.657
Cluster 1141,195.2024.peg.363
Cluster 1142,195.2024.peg.604
Cluster 1143,195.2024.peg.1694
Cluster 1144,195.2145.peg.406
Cluster 1145,195.2241.peg.1755
Cluster 1146,195.2024.peg.950
Cluster 1147,195.2026.peg.498
Cluster 1148,195.2028.peg.1308
Cluster 1149,195.2031.peg.1788
Cluster 1150,195.2033.peg.1775
Cluster 1151,195.2035.peg.1679
Cluster 1152,195.2038.peg.1235
Cluster 1153,195.2095.peg.1805
Cluster 1154,195.2140.peg.862
Cluster 1155,195.2199.peg.1264
Cluster 1156,195.2237.peg.1837
Cluster 1157,195.2024.peg.580
Cluster 1158,195.2024.peg.933
Cluster 1159,195.2024.peg.506
Cluster 1160,195.2024.peg.907
Cluster 1161,195.2031.peg.1750
Cluster 1162,195.2042.peg.403
Cluster 1163,195.2055.peg.211
Cluster 1164,195.2058.peg.234
Cluster 1165,195.2067.peg.1713
Cluster 1166,195.2144.peg.1843
Cluster 1167,195.2186.peg.1730
Cluster 1168,195.2207.peg.175
Cluster 1169,195.2222.peg.1155
Cluster 1170,195.2311.peg.1799
Cluster 1171,195.2312.peg.531
Cluster 1172,195.2315.peg.1066
Cluster 1173,195.2024.peg.703
Cluster 1174,195.2024.peg.473
Cluster 1175,195.2031.peg.1753
Cluster 1176,195.2056.peg.1687
Cluster 1177,195.2141.peg.1548
Cluster 1178,195.2314.peg.1480
Cluster 1179,195.2024.peg.939
Cluster 1180,195.2024.peg.378
Cluster 1181,195.2024.peg.972
Cluster 1182,195.2024.peg.803
Cluster 1183,195.2044.peg.1596
Cluster 1184,195.2064.peg.1275
Cluster 1185,195.2162.peg.591
Cluster 1186,195.2174.peg.153
Cluster 1187,195.2024.peg.1608
Cluster 1188,195.2024.peg.299
Cluster 1189,195.2024.peg.1634
Cluster 1190,195.2039.peg.1313
Cluster 1191,195.2046.peg.1737
Cluster 1192,195.2048.peg.1752
Cluster 1193,195.2113.peg.356
Cluster 1194,195.2121.peg.840
Cluster 1195,195.2122.peg.665
Cluster 1196,195.2136.peg.1149
Cluster 1197,195.2024.peg.1256
Cluster 1198,195.2027.peg.135
Cluster 1199,195.2033.peg.1116
Cluster 1200,195.2024.peg.1078
Cluster 1201,195.2024.peg.192
Cluster 1202,195.2069.peg.1433
Cluster 1203,195.2092.peg.1544
Cluster 1204,195.2095.peg.1810
Cluster 1205,195.2034.peg.400
Cluster 1206,195.2038.peg.1336
Cluster 1207,195.2038.peg.1514
Cluster 1208,195.2060.peg.1740
Cluster 1209,195.2104.peg.1804
Cluster 1210,195.2315.peg.333
Cluster 1211,195.2024.peg.576
Cluster 1212,195.2024.peg.1585
Cluster 1213,195.2024.peg.1448
Cluster 1214,195.2024.peg.927
Cluster 1215,195.2024.peg.1664
Cluster 1216,195.2024.peg.1279
Cluster 1217,195.2025.peg.60
Cluster 1218,195.2031.peg.1545
Cluster 1219,195.2034.peg.106
Cluster 1220,195.2117.peg.1188
Cluster 1221,195.2136.peg.1146
Cluster 1222,195.2024.peg.21
Cluster 1223,195.2024.peg.681
Cluster 1224,195.2024.peg.1635
Cluster 1225,195.2028.peg.3
Cluster 1226,195.2052.peg.906
Cluster 1227,195.2074.peg.1667
Cluster 1228,195.2093.peg.430
Cluster 1229,195.2141.peg.1767
Cluster 1230,195.2144.peg.1793
Cluster 1231,195.2316.peg.1749
Cluster 1232,195.2024.peg.1387
Cluster 1233,195.2024.peg.135
Cluster 1234,195.2024.peg.1234
Cluster 1235,195.2024.peg.784
Cluster 1236,195.2024.peg.286
Cluster 1237,195.2026.peg.1781
Cluster 1238,195.2035.peg.1681
Cluster 1239,195.2048.peg.622
Cluster 1240,195.2290.peg.534
Cluster 1241,195.2305.peg.1130
Cluster 1242,195.2024.peg.1391
Cluster 1243,195.2024.peg.1495
Cluster 1244,195.2024.peg.321
Cluster 1245,195.2024.peg.137
Cluster 1246,195.2024.peg.228
Cluster 1247,195.2038.peg.1542
Cluster 1248,195.2148.peg.1721
Cluster 1249,195.2024.peg.242
Cluster 1250,195.2024.peg.489
Cluster 1251,195.2158.peg.1766
Cluster 1252,195.2200.peg.1631
Cluster 1253,195.2239.peg.1099
Cluster 1254,195.2024.peg.1522
Cluster 1255,195.2024.peg.453
Cluster 1256,195.2033.peg.1756
Cluster 1257,195.2039.peg.1506
Cluster 1258,195.2040.peg.1050
Cluster 1259,195.2061.peg.543
Cluster 1260,195.2265.peg.1697
Cluster 1261,195.2308.peg.1484
Cluster 1262,195.2024.peg.1449
Cluster 1263,195.2024.peg.903
Cluster 1264,195.2026.peg.656
Cluster 1265,195.2033.peg.1752
Cluster 1266,195.2056.peg.358
Cluster 1267,195.2063.peg.1243
Cluster 1268,195.2063.peg.949
Cluster 1269,195.2143.peg.1177
Cluster 1270,195.2024.peg.141
Cluster 1271,195.2028.peg.1533
Cluster 1272,195.2029.peg.1218
Cluster 1273,195.2201.peg.1686
Cluster 1274,195.2024.peg.1212
Cluster 1275,195.2026.peg.1375
Cluster 1276,195.2032.peg.1703
Cluster 1277,195.2140.peg.526
Cluster 1278,195.2144.peg.311
Cluster 1279,195.2144.peg.1316
Cluster 1280,195.2182.peg.1884
Cluster 1281,195.2217.peg.1040
Cluster 1282,195.2223.peg.1802
Cluster 1283,195.2024.peg.593
Cluster 1284,195.2027.peg.872
Cluster 1285,195.2030.peg.703
Cluster 1286,195.2038.peg.1516
Cluster 1287,195.2038.peg.1244
Cluster 1288,195.2066.peg.1795
Cluster 1289,195.2163.peg.1753
Cluster 1290,195.2024.peg.449
Cluster 1291,195.2024.peg.1644
Cluster 1292,195.2194.peg.1651
Cluster 1293,195.2024.peg.102
Cluster 1294,195.2024.peg.543
Cluster 1295,195.2024.peg.974
Cluster 1296,195.2026.peg.1282
Cluster 1297,195.2056.peg.1614
Cluster 1298,195.2024.peg.419
Cluster 1299,195.2024.peg.231
Cluster 1300,195.2086.peg.711
Cluster 1301,195.2136.peg.1503
Cluster 1302,195.2169.peg.922
Cluster 1303,195.2024.peg.1174
Cluster 1304,195.2028.peg.1434
Cluster 1305,195.2184.peg.1336
Cluster 1306,195.2201.peg.181
Cluster 1307,195.2244.peg.266
Cluster 1308,195.2255.peg.855
Cluster 1309,195.2267.peg.422
Cluster 1310,195.2024.peg.1473
Cluster 1311,195.2024.peg.586
Cluster 1312,195.2024.peg.1499
Cluster 1313,195.2024.peg.632
Cluster 1314,195.2024.peg.287
Cluster 1315,195.2026.peg.746
Cluster 1316,195.2047.peg.1795
Cluster 1317,195.2054.peg.1743
Cluster 1318,195.2171.peg.1738
Cluster 1319,195.2184.peg.1675
Cluster 1320,195.2266.peg.1083
Cluster 1321,195.2024.peg.802
Cluster 1322,195.2033.peg.189
Cluster 1323,195.2046.peg.1796
Cluster 1324,195.2063.peg.1566
Cluster 1325,195.2024.peg.1455
Cluster 1326,195.2024.peg.845
Cluster 1327,195.2024.peg.1717
Cluster 1328,195.2024.peg.883
Cluster 1329,195.2027.peg.1537
Cluster 1330,195.2048.peg.1556
Cluster 1331,195.2063.peg.952
Cluster 1332,195.2128.peg.663
Cluster 1333,195.2184.peg.1824
Cluster 1334,195.2184.peg.1730
Cluster 1335,195.2185.peg.1488
Cluster 1336,195.2196.peg.1109
Cluster 1337,195.2024.peg.1389
Cluster 1338,195.2024.peg.1440
Cluster 1339,195.2031.peg.1798
Cluster 1340,195.2036.peg.805
Cluster 1341,195.2038.peg.1236
Cluster 1342,195.2063.peg.1806
Cluster 1343,195.2064.peg.109
Cluster 1344,195.2220.peg.1667
Cluster 1345,195.2286.peg.1338
Cluster 1346,195.2295.peg.1568
Cluster 1347,195.2057.peg.1278
Cluster 1348,195.2127.peg.412
Cluster 1349,195.2143.peg.122
Cluster 1350,195.2024.peg.115
Cluster 1351,195.2032.peg.1722
Cluster 1352,195.2032.peg.1535
Cluster 1353,195.2033.peg.186
Cluster 1354,195.2162.peg.1070
Cluster 1355,195.2255.peg.946
Cluster 1356,195.2024.peg.1388
Cluster 1357,195.2029.peg.1099
Cluster 1358,195.2031.peg.950
Cluster 1359,195.2033.peg.112
Cluster 1360,195.2113.peg.365
Cluster 1361,195.2119.peg.1855
Cluster 1362,195.2157.peg.1660
Cluster 1363,195.2203.peg.1807
Cluster 1364,195.2024.peg.63
Cluster 1365,195.2024.peg.1617
Cluster 1366,195.2024.peg.1274
Cluster 1367,195.2024.peg.79
Cluster 1368,195.2034.peg.1642
Cluster 1369,195.2133.peg.1579
Cluster 1370,195.2141.peg.789
Cluster 1371,195.2192.peg.1273
Cluster 1372,195.2238.peg.1442
Cluster 1373,195.2249.peg.1833
Cluster 1374,195.2024.peg.146
Cluster 1375,195.2024.peg.607
Cluster 1376,195.2063.peg.1623
Cluster 1377,195.2080.peg.991
Cluster 1378,195.2286.peg.282
Cluster 1379,195.2024.peg.1682
Cluster 1380,195.2024.peg.843
Cluster 1381,195.2024.peg.233
Cluster 1382,195.2035.peg.668
Cluster 1383,195.2047.peg.256
Cluster 1384,195.2087.peg.1397
Cluster 1385,195.2166.peg.1779
Cluster 1386,195.2301.peg.1126
Cluster 1387,195.2024.peg.1223
Cluster 1388,195.2024.peg.247
Cluster 1389,195.2063.peg.1844
Cluster 1390,195.2065.peg.1566
Cluster 1391,195.2099.peg.61
Cluster 1392,195.2151.peg.304
Cluster 1393,195.2157.peg.1661
Cluster 1394,195.2207.peg.981
Cluster 1395,195.2271.peg.1756
Cluster 1396,195.2024.peg.596
Cluster 1397,195.2024.peg.1437
Cluster 1398,195.2024.peg.1165
Cluster 1399,195.2024.peg.561
Cluster 1400,195.2024.peg.1189
Cluster 1401,195.2082.peg.1208
Cluster 1402,195.2120.peg.472
Cluster 1403,195.2210.peg.418
Cluster 1404,195.2231.peg.1879
Cluster 1405,195.2236.peg.1397
Cluster 1406,195.2237.peg.1891
Cluster 1407,195.2024.peg.704
Cluster 1408,195.2024.peg.1243
Cluster 1409,195.2024.peg.164
Cluster 1410,195.2024.peg.570
Cluster 1411,195.2170.peg.1721
Cluster 1412,195.2024.peg.616
Cluster 1413,195.2024.peg.1222
Cluster 1414,195.2024.peg.1161
Cluster 1415,195.2025.peg.783
Cluster 1416,195.2105.peg.1010
Cluster 1417,195.2138.peg.1024
Cluster 1418,195.2024.peg.935
Cluster 1419,195.2024.peg.660
Cluster 1420,195.2098.peg.1463
Cluster 1421,195.2190.peg.722
Cluster 1422,195.2214.peg.1591
Cluster 1423,195.2244.peg.1744
Cluster 1424,195.2024.peg.740
Cluster 1425,195.2024.peg.1235
Cluster 1426,195.2024.peg.235
Cluster 1427,195.2024.peg.1114
Cluster 1428,195.2024.peg.1662
Cluster 1429,195.2047.peg.1802
Cluster 1430,195.2113.peg.965
Cluster 1431,195.2174.peg.1826
Cluster 1432,195.2244.peg.1420
Cluster 1433,195.2317.peg.807
Cluster 1434,195.2024.peg.847
Cluster 1435,195.2024.peg.509
Cluster 1436,195.2024.peg.284
Cluster 1437,195.2024.peg.533
Cluster 1438,195.2033.peg.1763
Cluster 1439,195.2034.peg.114
Cluster 1440,195.2037.peg.1662
Cluster 1441,195.2065.peg.1783
Cluster 1442,195.2212.peg.1401
Cluster 1443,195.2024.peg.1107
Cluster 1444,195.2048.peg.1826
Cluster 1445,195.2063.peg.1682
Cluster 1446,195.2024.peg.1129
Cluster 1447,195.2024.peg.399
Cluster 1448,195.2048.peg.306
Cluster 1449,195.2092.peg.823
Cluster 1450,195.2113.peg.505
Cluster 1451,195.2206.peg.1885
Cluster 1452,195.2294.peg.513
Cluster 1453,195.2317.peg.1349
Cluster 1454,195.2024.peg.761
Cluster 1455,195.2024.peg.383
Cluster 1456,195.2034.peg.116
Cluster 1457,195.2139.peg.1726
Cluster 1458,195.2239.peg.206
Cluster 1459,195.2316.peg.1704
Cluster 1460,195.2024.peg.733
Cluster 1461,195.2024.peg.427
Cluster 1462,195.2024.peg.1381
Cluster 1463,195.2145.peg.409
Cluster 1464,195.2294.peg.514
Cluster 1465,195.2295.peg.1887
Cluster 1466,195.2024.peg.1219
Cluster 1467,195.2024.peg.892
Cluster 1468,195.2024.peg.1542
Cluster 1469,195.2034.peg.389
Cluster 1470,195.2113.peg.349
Cluster 1471,195.2129.peg.618
Cluster 1472,195.2157.peg.1662
Cluster 1473,195.2210.peg.416
Cluster 1474,195.2024.peg.100
Cluster 1475,195.2024.peg.1459
Cluster 1476,195.2026.peg.1392
Cluster 1477,195.2033.peg.184
Cluster 1478,195.2036.peg.813
Cluster 1479,195.2039.peg.1795
Cluster 1480,195.2042.peg.409
Cluster 1481,195.2046.peg.1139
Cluster 1482,195.2166.peg.724
Cluster 1483,195.2254.peg.183
Cluster 1484,195.2299.peg.376
Cluster 1485,195.2024.peg.10
Cluster 1486,195.2026.peg.1523
Cluster 1487,195.2027.peg.1681
Cluster 1488,195.2033.peg.235
Cluster 1489,195.2039.peg.105
Cluster 1490,195.2244.peg.1425
Cluster 1491,195.2299.peg.1243
Cluster 1492,195.2039.peg.102
Cluster 1493,195.2061.peg.268
Cluster 1494,195.2069.peg.1810
Cluster 1495,195.2286.peg.1878
Cluster 1496,195.2024.peg.850
Cluster 1497,195.2024.peg.469
Cluster 1498,195.2024.peg.702
Cluster 1499,195.2060.peg.1542
Cluster 1500,195.2102.peg.1397
Cluster 1501,195.2237.peg.306
Cluster 1502,195.2295.peg.1343
Cluster 1503,195.2024.peg.757
Cluster 1504,195.2027.peg.684
Cluster 1505,195.2031.peg.1672
Cluster 1506,195.2046.peg.1579
Cluster 1507,195.2048.peg.107
Cluster 1508,195.2082.peg.1406
Cluster 1509,195.2024.peg.1548
Cluster 1510,195.2024.peg.113
Cluster 1511,195.2024.peg.1169
